3405,3682,6,408480,2017-07-05,2:44:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,3683,6,408600,2017-07-05,2:46:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,3684,6,408720,2017-07-05,2:48:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,3685,6,408840,2017-07-05,2:50:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,3686,6,408960,2017-07-05,2:52:00 AM,125,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,3687,6,409080,2017-07-05,2:54:00 AM,125,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,3688,6,409200,2017-07-05,2:56:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,3689,6,409320,2017-07-05,2:58:00 AM,111,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,3690,6,409440,2017-07-05,3:00:00 AM,9,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,3691,6,409560,2017-07-05,3:02:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,3692,6,409680,2017-07-05,3:04:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,3693,6,409800,2017-07-05,3:06:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,3694,6,409920,2017-07-05,3:08:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,3695,6,410040,2017-07-05,3:10:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,3696,6,410160,2017-07-05,3:12:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,3697,6,410280,2017-07-05,3:14:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,3698,6,410400,2017-07-05,3:16:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,3699,6,410520,2017-07-05,3:18:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,3700,6,410640,2017-07-05,3:20:00 AM,30,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,3701,6,410760,2017-07-05,3:22:00 AM,85,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,3702,6,410880,2017-07-05,3:24:00 AM,76,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,3703,6,411000,2017-07-05,3:26:00 AM,0,0,0.01,0,0,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,3704,6,411120,2017-07-05,3:28:00 AM,70,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,3705,6,411240,2017-07-05,3:30:00 AM,0,0,0.01,0,0,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,3706,6,411360,2017-07-05,3:32:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,3707,6,411480,2017-07-05,3:34:00 AM,172,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,3708,6,411600,2017-07-05,3:36:00 AM,38,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,3709,6,411720,2017-07-05,3:38:00 AM,88,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,3710,6,411840,2017-07-05,3:40:00 AM,21,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,3711,6,411960,2017-07-05,3:42:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,3712,6,412080,2017-07-05,3:44:00 AM,5,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,3713,6,412200,2017-07-05,3:46:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,3714,6,412320,2017-07-05,3:48:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,3715,6,412440,2017-07-05,3:50:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,3716,6,412560,2017-07-05,3:52:00 AM,28,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,3717,6,412680,2017-07-05,3:54:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,3718,6,412800,2017-07-05,3:56:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,3719,6,412920,2017-07-05,3:58:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,3720,6,413040,2017-07-05,4:00:00 AM,0,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,3721,6,413160,2017-07-05,4:02:00 AM,375,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,3722,6,413280,2017-07-05,4:04:00 AM,149,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,3723,6,413400,2017-07-05,4:06:00 AM,36,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,3724,6,413520,2017-07-05,4:08:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,3725,6,413640,2017-07-05,4:10:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,3726,6,413760,2017-07-05,4:12:00 AM,0,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,3727,6,413880,2017-07-05,4:14:00 AM,340,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,3728,6,414000,2017-07-05,4:16:00 AM,220,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,3729,6,414120,2017-07-05,4:18:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,3730,6,414240,2017-07-05,4:20:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,3731,6,414360,2017-07-05,4:22:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,3732,6,414480,2017-07-05,4:24:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,3733,6,414600,2017-07-05,4:26:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,3734,6,414720,2017-07-05,4:28:00 AM,24,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,3735,6,414840,2017-07-05,4:30:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,3736,6,414960,2017-07-05,4:32:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,3737,6,415080,2017-07-05,4:34:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,3738,6,415200,2017-07-05,4:36:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,3739,6,415320,2017-07-05,4:38:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,3740,6,415440,2017-07-05,4:40:00 AM,5,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,3741,6,415560,2017-07-05,4:42:00 AM,179,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,3742,6,415680,2017-07-05,4:44:00 AM,412,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,3743,6,415800,2017-07-05,4:46:00 AM,11,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,3744,6,415920,2017-07-05,4:48:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,3745,6,416040,2017-07-05,4:50:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,3746,6,416160,2017-07-05,4:52:00 AM,106,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,3747,6,416280,2017-07-05,4:54:00 AM,318,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,3748,6,416400,2017-07-05,4:56:00 AM,66,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,3749,6,416520,2017-07-05,4:58:00 AM,9,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,3750,6,416640,2017-07-05,5:00:00 AM,471,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,3751,6,416760,2017-07-05,5:02:00 AM,3,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,3752,6,416880,2017-07-05,5:04:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,3753,6,417000,2017-07-05,5:06:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,3754,6,417120,2017-07-05,5:08:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,3755,6,417240,2017-07-05,5:10:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,3756,6,417360,2017-07-05,5:12:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,3757,6,417480,2017-07-05,5:14:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,3758,6,417600,2017-07-05,5:16:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,3759,6,417720,2017-07-05,5:18:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,3760,6,417840,2017-07-05,5:20:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,3761,6,417960,2017-07-05,5:22:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,3762,6,418080,2017-07-05,5:24:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,3763,6,418200,2017-07-05,5:26:00 AM,27,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,3764,6,418320,2017-07-05,5:28:00 AM,101,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,3765,6,418440,2017-07-05,5:30:00 AM,589,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,3766,6,418560,2017-07-05,5:32:00 AM,17,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,3767,6,418680,2017-07-05,5:34:00 AM,85,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,3768,6,418800,2017-07-05,5:36:00 AM,160,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,3769,6,418920,2017-07-05,5:38:00 AM,8,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,3770,6,419040,2017-07-05,5:40:00 AM,22,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,3771,6,419160,2017-07-05,5:42:00 AM,812,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,3772,6,419280,2017-07-05,5:44:00 AM,649,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,3773,6,419400,2017-07-05,5:46:00 AM,762,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,3774,6,419520,2017-07-05,5:48:00 AM,185,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,3775,6,419640,2017-07-05,5:50:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,3776,6,419760,2017-07-05,5:52:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,3777,6,419880,2017-07-05,5:54:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,3778,6,420000,2017-07-05,5:56:00 AM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,3779,6,420120,2017-07-05,5:58:00 AM,25,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,3780,6,420240,2017-07-05,6:00:00 AM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,3781,6,420360,2017-07-05,6:02:00 AM,228,0,1.16,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,3782,6,420480,2017-07-05,6:04:00 AM,1116,0,12.88,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,3783,6,420600,2017-07-05,6:06:00 AM,953,0,1.61,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,3784,6,420720,2017-07-05,6:08:00 AM,329,0,3.75,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,3785,6,420840,2017-07-05,6:10:00 AM,288,0,4.97,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,3786,6,420960,2017-07-05,6:12:00 AM,387,0,5.54,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,3787,6,421080,2017-07-05,6:14:00 AM,839,0,5.78,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,3788,6,421200,2017-07-05,6:16:00 AM,329,0,25.22,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,3789,6,421320,2017-07-05,6:18:00 AM,362,0,32,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,3790,6,421440,2017-07-05,6:20:00 AM,629,0,12.34,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,3791,6,421560,2017-07-05,6:22:00 AM,1348,0,8.35,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,3792,6,421680,2017-07-05,6:24:00 AM,4012,0,16.35,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,3793,6,421800,2017-07-05,6:26:00 AM,2157,0,22.14,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,3794,6,421920,2017-07-05,6:28:00 AM,1734,0,8,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,3795,6,422040,2017-07-05,6:30:00 AM,1628,0,4.09,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,3796,6,422160,2017-07-05,6:32:00 AM,2369,0,48.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,3797,6,422280,2017-07-05,6:34:00 AM,1116,0,53.82,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,3798,6,422400,2017-07-05,6:36:00 AM,1307,0,23.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,3799,6,422520,2017-07-05,6:38:00 AM,1116,0,3.44,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,3800,6,422640,2017-07-05,6:40:00 AM,1435,0,3.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,3801,6,422760,2017-07-05,6:42:00 AM,866,0,6.73,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,3802,6,422880,2017-07-05,6:44:00 AM,1435,0,234.75,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,3803,6,423000,2017-07-05,6:46:00 AM,894,0,1579.22,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,3804,6,423120,2017-07-05,6:48:00 AM,288,0,939.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,3805,6,423240,2017-07-05,6:50:00 AM,251,0,1271.66,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,3806,6,423360,2017-07-05,6:52:00 AM,88,0,3596.8,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,3807,6,423480,2017-07-05,6:54:00 AM,738,0,1386.76,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,3808,6,423600,2017-07-05,6:56:00 AM,269,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,3809,6,423720,2017-07-05,6:58:00 AM,243,0,177.14,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,3810,6,423840,2017-07-05,7:00:00 AM,269,0,136.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,3811,6,423960,2017-07-05,7:02:00 AM,134,0,117.38,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,3812,6,424080,2017-07-05,7:04:00 AM,455,0,162.44,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,3813,6,424200,2017-07-05,7:06:00 AM,629,0,96.59,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,3814,6,424320,2017-07-05,7:08:00 AM,812,0,155.55,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,3815,6,424440,2017-07-05,7:10:00 AM,670,0,261.61,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,3816,6,424560,2017-07-05,7:12:00 AM,259,0,201.73,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,3817,6,424680,2017-07-05,7:14:00 AM,307,0,142.64,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,3818,6,424800,2017-07-05,7:16:00 AM,714,0,107.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,3819,6,424920,2017-07-05,7:18:00 AM,1391,0,346.69,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,3820,6,425040,2017-07-05,7:20:00 AM,670,0,635.83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,3821,6,425160,2017-07-05,7:22:00 AM,228,0,595.83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,3822,6,425280,2017-07-05,7:24:00 AM,455,0,61.29,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,3823,6,425400,2017-07-05,7:26:00 AM,375,0,105.33,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,3824,6,425520,2017-07-05,7:28:00 AM,427,0,100.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,3825,6,425640,2017-07-05,7:30:00 AM,318,0,90.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,3826,6,425760,2017-07-05,7:32:00 AM,536,0,130.8,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,3827,6,425880,2017-07-05,7:34:00 AM,455,0,394.81,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,3828,6,426000,2017-07-05,7:36:00 AM,441,0,331.99,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,3829,6,426120,2017-07-05,7:38:00 AM,149,0,193.17,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,3830,6,426240,2017-07-05,7:40:00 AM,503,0,133.67,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,3831,6,426360,2017-07-05,7:42:00 AM,589,0,100.86,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,3832,6,426480,2017-07-05,7:44:00 AM,387,0,250.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,3833,6,426600,2017-07-05,7:46:00 AM,518,0,128,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,3834,6,426720,2017-07-05,7:48:00 AM,762,0,324.88,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,3835,6,426840,2017-07-05,7:50:00 AM,1734,0,2655.93,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,3836,6,426960,2017-07-05,7:52:00 AM,1680,0,297.91,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,3837,6,427080,2017-07-05,7:54:00 AM,1048,0,52.66,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,3838,6,427200,2017-07-05,7:56:00 AM,0,0,17.45,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,3839,6,427320,2017-07-05,7:58:00 AM,49,0,16.35,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,3840,6,427440,2017-07-05,8:00:00 AM,1680,0,169.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,3841,6,427560,2017-07-05,8:02:00 AM,487,0,201.73,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,3842,6,427680,2017-07-05,8:04:00 AM,738,0,229.72,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,3843,6,427800,2017-07-05,8:06:00 AM,400,0,169.63,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,3844,6,427920,2017-07-05,8:08:00 AM,629,0,250.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,3845,6,428040,2017-07-05,8:10:00 AM,1015,0,166,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,3846,6,428160,2017-07-05,8:12:00 AM,839,0,229.72,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,3847,6,428280,2017-07-05,8:14:00 AM,692,0,125.26,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,3848,6,428400,2017-07-05,8:16:00 AM,412,0,201.73,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,3849,6,428520,2017-07-05,8:18:00 AM,220,0,148.96,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,3850,6,428640,2017-07-05,8:20:00 AM,243,0,245.15,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,3851,6,428760,2017-07-05,8:22:00 AM,787,0,239.89,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,3852,6,428880,2017-07-05,8:24:00 AM,455,0,239.89,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,3853,6,429000,2017-07-05,8:26:00 AM,278,0,279.17,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,3854,6,429120,2017-07-05,8:28:00 AM,762,0,311.1,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
